=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     letter
Instances:    16000
Attributes:   17
              x-box
              y-box
              width
              high
              onpix
              x-bar
              y-bar
              x2bar
              y2bar
              xybar
              x2ybr
              xy2br
              x-ege
              xegvy
              y-ege
              yegvx
              class
Test mode:    10-fold cross-validation

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 9.4 seconds

=== Predictions on test data ===

    inst#     actual  predicted error prediction
     1065        9:I        9:I       1 
     1066        9:I        9:I       1 
     1067        9:I        9:I       1 
     1068        9:I        9:I       1 
     1069        9:I       10:J   +   0.2 
     1070        9:I        9:I       1 
     1071        9:I        9:I       0.98 
     1072        9:I        9:I       1 
     1073        9:I        9:I       1 
     1074        9:I        9:I       0.51 
     1075        9:I        9:I       1 
     1076        9:I        9:I       1 
     1077        9:I        9:I       0.9 
     1078        9:I        9:I       1 
     1079        9:I        9:I       1 
     1080        9:I        9:I       1 
     1081        9:I        9:I       1 
     1082        9:I        9:I       1 
     1083        9:I        9:I       1 
     1084        9:I        9:I       0.3 
     1085        9:I        9:I       0.99 
     1086        9:I        9:I       0.98 
     1087        9:I        9:I       0.47 
     1088        9:I        9:I       1 
     1089        9:I        9:I       0.94 
     1090        9:I        9:I       0.38 
     1091        9:I        9:I       1 
     1092        9:I        6:F   +   0.22 
     1093        9:I        9:I       0.99 
     1094        9:I        9:I       1 
     1095       10:J       10:J       1 
     1096       10:J       10:J       0.95 
     1097       10:J       10:J       1 
     1098       10:J       10:J       0.97 
     1099       10:J       10:J       1 
     1100       10:J       10:J       0.98 
     1101       10:J       10:J       0.74 
     1102       10:J       10:J       0.98 
     1103       10:J       10:J       0.97 
     1104       10:J       10:J       1 
     1105       10:J       10:J       0.47 
     1106       10:J       10:J       1 
     1107       10:J       10:J       0.24 
     1108       10:J       10:J       0.87 
     1109       10:J       10:J       1 
     1110       10:J       10:J       1 
     1111       10:J       10:J       1 
     1112       10:J       10:J       0.47 
     1113       10:J       10:J       0.97 
     1114       10:J       10:J       0.48 
     1115       10:J       10:J       0.44 
     1116       10:J       10:J       0.59 
     1117       10:J        1:A   +   0.17 
     1118       10:J       10:J       1 
     1119       10:J       10:J       0.97 
     1120       10:J       10:J       1 
     1121       10:J       10:J       1 
     1122       10:J       10:J       0.98 
     1123       10:J       10:J       1 
     1124       10:J       10:J       1 
     1125       10:J       10:J       0.99 
     1126       10:J       10:J       1 
     1127       10:J       10:J       0.95 
     1128       10:J       10:J       1 
     1129       10:J       10:J       1 
     1130       10:J       10:J       1 
     1131       10:J       10:J       1 
     1132       10:J       10:J       0.93 
     1133       10:J       10:J       1 
     1134       10:J       10:J       1 
     1135       10:J       10:J       0.47 
     1136       10:J       10:J       1 
     1137       10:J       10:J       0.54 
     1138       10:J       10:J       0.98 
     1139       10:J       10:J       0.91 
     1140       10:J        9:I   +   0.26 
     1141       10:J       10:J       0.99 
     1142       10:J       10:J       1 
     1143       10:J       10:J       0.99 
     1144       10:J       10:J       1 
     1145       10:J       10:J       0.99 
     1146       10:J        9:I   +   0.4 
     1147       10:J       10:J       0.27 
     1148       10:J       10:J       1 
     1149       10:J       10:J       1 
     1150       10:J       10:J       0.94 
     1151       10:J       10:J       0.66 
     1152       10:J       10:J       0.92 
     1153       10:J       10:J       0.6 
     1154       10:J       10:J       0.99 
     1155       10:J       10:J       1 
     1156       10:J       10:J       0.99 
     1157       21:U       21:U       0.92 
     1158       21:U       21:U       0.52 
     1159       21:U       21:U       0.96 
     1160       21:U       21:U       1 
     1161       21:U       21:U       1 
     1162       21:U       21:U       1 
     1163       21:U       21:U       1 
     1164       21:U       21:U       1 
     1165       21:U       21:U       0.99 
     1166       21:U       21:U       0.99 
     1167       21:U       21:U       1 
     1168       21:U       21:U       1 
     1169       21:U       21:U       0.96 
     1170       21:U       21:U       0.99 
     1171       21:U       21:U       0.99 
     1172       21:U       21:U       0.59 
     1173       21:U       21:U       0.99 
     1174       21:U       21:U       0.78 
     1175       21:U       21:U       1 
     1176       21:U       21:U       0.52 
     1177       21:U       21:U       0.97 
     1178       21:U       21:U       1 
     1179       21:U       21:U       0.51 
     1180       21:U       21:U       1 
     1181       21:U       21:U       0.86 
     1182       21:U       21:U       0.81 
     1183       21:U       21:U       1 
     1184       21:U       21:U       1 
     1185       21:U       21:U       0.51 
     1186       21:U       21:U       1 
     1187       21:U       21:U       1 
     1188       21:U       21:U       1 
     1189       21:U       21:U       1 
     1190       21:U       21:U       0.52 
     1191       21:U       21:U       1 
     1192       21:U       21:U       1 
     1193       21:U       21:U       0.99 
     1194       21:U       21:U       1 
     1195       21:U       21:U       0.97 
     1196       21:U       21:U       0.97 
     1197       21:U       21:U       0.98 
     1198       21:U       21:U       0.98 
     1199       21:U       21:U       1 
     1200       21:U       21:U       1 
     1201       21:U       21:U       0.44 
     1202       21:U       21:U       0.99 
     1203       21:U       21:U       0.75 
     1204       21:U       21:U       1 
     1205       21:U       21:U       1 
     1206       21:U       21:U       1 
     1207       21:U       21:U       1 
     1208       21:U       21:U       0.49 
     1209       21:U       21:U       1 
     1210       21:U       21:U       1 
     1211       21:U       21:U       1 
     1212       21:U       21:U       1 
     1213       21:U       21:U       0.43 
     1214       21:U       21:U       0.99 
     1215       21:U       21:U       0.84 
     1216       21:U       21:U       0.94 
     1217       21:U       21:U       0.83 
     1218       21:U       21:U       1 
     1219       21:U       21:U       0.94 
     1220       21:U       21:U       0.94 
     1221        1:A        1:A       1 
     1222        1:A        1:A       0.47 
     1223        1:A        1:A       1 
     1224        1:A        1:A       0.82 
     1225        1:A        1:A       0.47 
     1226        1:A        1:A       0.91 
     1227        1:A        1:A       1 
     1228        1:A        1:A       1 
     1229        1:A        1:A       1 
     1230        1:A        1:A       1 
     1231        1:A        1:A       0.77 
     1232        1:A        1:A       0.46 
     1233        1:A        1:A       0.97 
     1234        1:A        1:A       0.8 
     1235        1:A        1:A       1 
     1236        1:A        1:A       0.99 
     1237        1:A        1:A       1 
     1238        1:A        1:A       0.99 
     1239        1:A        1:A       1 
     1240        1:A        1:A       0.93 
     1241        1:A        1:A       0.99 
     1242        1:A        1:A       1 
     1243        1:A        1:A       1 
     1244        1:A        1:A       1 
     1245        1:A        1:A       0.96 
     1246        1:A        1:A       0.91 
     1247        1:A        1:A       0.66 
     1248        1:A        1:A       1 
     1249        1:A        1:A       1 
     1250        1:A        1:A       0.37 
     1251        1:A        1:A       0.58 
     1252        1:A        1:A       1 
     1253        1:A        1:A       0.49 
     1254        1:A        1:A       0.99 
     1255        1:A        1:A       1 
     1256        1:A        1:A       0.95 
     1257        1:A        1:A       0.73 
     1258        1:A        1:A       1 
     1259        1:A        1:A       0.9 
     1260        1:A        1:A       0.63 
     1261        1:A        1:A       1 
     1262        1:A        1:A       1 
